filepath,object_raw,object_normalized,date_token
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.074.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.075.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.076.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.077.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.078.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.079.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.080.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.081.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.082.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.083.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.084.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.085.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.086.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.087.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.088.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.089.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.090.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.091.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.092.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.093.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.094.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.095.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.096.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.097.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.098.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.099.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.100.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.101.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.102.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.103.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.104.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.105.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.106.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.107.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan23_11/20110124.108.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.000.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.001.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.002.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.003.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.004.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.005.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.006.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.007.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.008.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.009.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.010.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.011.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.012.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.013.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.014.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.015.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.016.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.017.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.018.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.019.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.020.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.021.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.022.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.023.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.024.fits.gz,Bias,BIAS,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.025.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.026.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.027.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.028.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.029.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.030.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.031.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.032.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.033.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.034.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.035.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.036.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.037.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.038.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.039.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.040.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.041.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.042.fits.gz,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.043.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.044.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.045.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.046.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.047.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.048.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.049.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.050.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.051.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.052.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.053.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.054.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.055.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.056.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.057.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.058.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.059.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.060.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.061.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.062.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.063.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.064.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.065.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.066.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.067.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.068.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.069.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.070.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.071.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.072.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.073.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.074.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.075.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.076.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.077.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.078.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.079.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.080.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.081.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.082.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.083.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.084.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.085.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.086.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.087.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.088.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.089.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.090.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.091.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.092.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.093.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.094.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.095.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.096.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.097.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.098.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.099.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.100.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.101.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.102.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.103.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.104.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.105.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.106.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.107.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.108.fits.gz,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.109.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.110.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.111.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.112.fits.gz,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.113.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.114.fits.gz,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.115.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Jan24_11/20110125.116.fits.gz,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.000.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.001.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.002.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.003.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.004.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.005.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.006.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.007.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.008.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.009.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.010.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.011.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.012.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.013.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.014.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.015.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.016.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.017.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.018.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.019.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.020.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.021.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.022.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.023.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.024.fits,No Target,NO TARGET,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.025.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.026.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.027.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.028.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.029.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.030.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.031.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.032.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.033.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.034.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.035.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.036.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.037.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.038.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.039.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.040.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.041.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.042.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.043.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.044.fits,flat,FLAT,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.045.fits,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.046.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.047.fits,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.048.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.049.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.050.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.051.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.052.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.053.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.054.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.055.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.056.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.057.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.058.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.059.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.060.fits,FOCUS04,FOCUS04,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.061.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.062.fits,HII 1883,HII 1883,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.063.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.064.fits,HII 2244,HII 2244,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.065.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.066.fits,HII 2927,HII 2927,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.067.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.068.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.069.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.070.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.071.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.072.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.073.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.074.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.075.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.076.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.077.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.078.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.079.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.080.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.081.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.082.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.083.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.084.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.085.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.086.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.087.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.088.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.089.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.090.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.091.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.092.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.093.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.094.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.095.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.096.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.097.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.098.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.099.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.100.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.101.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.102.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.103.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.104.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.105.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.106.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.107.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.108.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.109.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.110.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.111.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.112.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.113.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.114.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.115.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.116.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.117.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.118.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.119.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.120.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.121.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.122.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.123.fits,UZ Cnc,UZ CNC,
/Users/aidandombrosky/Desktop/originals/Mar14_11/20110315.124.fits,UZ Cnc,UZ CNC,
