object,night,filter,source_file,output_file,bias_source,flat_source
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.035.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.035.fits.gz,night-specific,night-specific
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.048.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.048.fits.gz,night-specific,night-specific
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.061.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.061.fits.gz,night-specific,night-specific
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.074.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.074.fits.gz,night-specific,night-specific
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.087.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.087.fits.gz,night-specific,night-specific
FOCUS04,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110122.100.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110122/20110122.100.fits.gz,night-specific,night-specific
FOCUS04,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110123.025.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110123/20110123.025.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110123.038.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110123/20110123.038.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110123.051.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110123/20110123.051.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110123.064.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110123/20110123.064.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110123.077.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110123/20110123.077.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.043.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.043.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.056.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.056.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.069.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.069.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.082.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.082.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.095.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.095.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110124.108.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110124/20110124.108.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.043.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.043.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.056.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.056.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.069.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.069.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.082.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.082.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.095.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.095.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110125.108.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110125/20110125.108.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110315.045.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110315/20110315.045.fits,GLOBAL FALLBACK,GLOBAL FALLBACK
FOCUS04,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110315.047.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110315/20110315.047.fits,GLOBAL FALLBACK,GLOBAL FALLBACK
FOCUS04,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110315.060.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110315/20110315.060.fits,GLOBAL FALLBACK,GLOBAL FALLBACK
FOCUS04,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110316.040.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110316/20110316.040.fits,night-specific,GLOBAL FALLBACK
FOCUS04,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20110316.053.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20110316/20110316.053.fits,night-specific,GLOBAL FALLBACK
FOCUS04,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20111113.035.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20111113/20111113.035.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20111113.048.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20111113/20111113.048.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20111113.061.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20111113/20111113.061.fits.gz,night-specific,GLOBAL FALLBACK
FOCUS04,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/FOCUS04/20111113.074.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/FOCUS04/20111113/20111113.074.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.036.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.036.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.037.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.037.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.042.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.042.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.043.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.043.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.049.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.049.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.050.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.050.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.055.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.055.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.056.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.056.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.062.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.062.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.063.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.063.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.068.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.068.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.069.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.069.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.075.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.075.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.076.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.076.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.081.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.081.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.082.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.082.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.088.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.088.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.089.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.089.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.094.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.094.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.095.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.095.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.101.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.101.fits.gz,night-specific,night-specific
HII 1883,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110122.102.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110122/20110122.102.fits.gz,night-specific,night-specific
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.026.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.026.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.027.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.027.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.032.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.032.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.033.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.033.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.039.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.039.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.040.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.040.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.045.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.045.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.046.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.046.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.052.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.052.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.053.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.053.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.058.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.058.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.059.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.059.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.065.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.065.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.066.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.066.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.071.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.071.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.072.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.072.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.078.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.078.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.079.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.079.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.084.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.084.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110123.085.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110123/20110123.085.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.044.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.044.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.045.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.045.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.050.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.050.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.051.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.051.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.057.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.057.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.058.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.058.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.063.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.063.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.064.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.064.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.070.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.070.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.071.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.071.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.076.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.076.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.077.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.077.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.083.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.083.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.084.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.084.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.089.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.089.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.090.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.090.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.096.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.096.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.097.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.097.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.102.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.102.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110124.103.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110124/20110124.103.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.044.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.044.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.045.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.045.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.050.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.050.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.051.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.051.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.057.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.057.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.058.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.058.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.063.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.063.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.064.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.064.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.070.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.070.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.071.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.071.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.076.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.076.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.077.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.077.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.083.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.083.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.084.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.084.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.089.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.089.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.090.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.090.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.096.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.096.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.097.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.097.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.102.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.102.fits.gz,night-specific,GLOBAL FALLBACK
HII 1883,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 1883/20110125.103.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated/HII 1883/20110125/20110125.103.fits.gz,night-specific,GLOBAL FALLBACK
